id,rate,”review",product_id,"created_at","updated_at",user_id,”occupation","length","often","hourly_wage",rate_flexibility,rate_wage,rate_future,rate_growth,rate_social,rate_value,rate_reccommendation,"review_job","review_authority","review_skills","review_training","review_environment","review_expectation","review_merit”
76,7,"a",70,"2017-05-20 14:15:08","2017-05-20 14:15:08",1,"広報","6ヶ月〜11ヶ月","週3日〜4日","1000円〜1099円",10,10,10,10,8,10,10,"業務内容:広報 オウンドメディア運営 10% 社内理念浸透 10% 外部メディアアプローチ 80%",NULL," ・正しい敬語の使い方 ・ビジネスマナー ・広報に関する知識 ・採用に関する知識(採用広報だっただめ) ・他社の広報、記者とのリレーション ・周りのメンバーの巻き込み方","キュービックポケットというインターンのための制度パッケージがあるくらいインターンに注力している企業。 150人もインターン生がいるので、初期指導から教育フロー、裁量の大きさはどこよりもしっかりしていると思う。",NULL,NULL,"・働くリアルを学ぶことができた ・そのままインターンから新卒で入ったので、入社後のギャップがない ・新卒から大きな仕事を任せてくれる"
77,8,"d",71,"2017-05-20 14:15:18","2017-05-20 14:15:18",2,"秘書","6ヶ月〜11ヶ月","週3日〜4日","1000円〜1099円",6,4,6,6,6,8,4,"業務内容：主にクライアントの社長とのインタビュー予約の電話７０％、既存のクライアントのフォローアップのメールや電話２０％、事前の打ち合わせの通訳１０％。",NULL,"・ビジネス敬語>電話対応 ・通訳＞クライアントとの事前打ち合わせでインターン先の同僚との通訳 ・メール＞日本語の言い回し、書き方","そもそも友達の紹介で知ったインターンで海外の企業であり、全くない。 どちらかというと一旦やることを教えてもらったから終わりでバイトに近い感じがした",NULL,NULL,"一流企業の社長とインタビューをすることもできる（通訳で） また個人的に現在の職場で日本語の電話対応などの教育が特にないのでとても役立った"
78,7,"w",72,"2017-05-20 14:15:23","2017-05-20 14:15:23",3,"Web広告運用","1ヶ月〜2ヶ月","週1日〜2日","1000円〜1099円",10,10,8,6,8,8,6,"Web広告運用。クライアントがおり責任が重いため初めは運用は任せてもらえない。そのため、広告の入稿作業や検索広告の作成が主な業務となる。 入稿作業：30% レポート作成：30% テキスト広告作成：30% その他：10％	",NULL,"・Google Adwordsの扱い方 　Googleに広告出航する際に用いるツールの扱い方を学べる。レポート抽出とその見方もわかる。 ・Yahoo SS / GDNの扱い方 　Yahooの検索エンジン等に出稿するためのツールの扱い方を学べる。レポート抽出と見方もわかる。 ・Excelのfunction 　エクセルの機能に詳しくなり、使いこなせるようになる他、ショートカットも覚えられて日常のエクセル捌きが上手くなる。 ・ビジネスマナー 　ビジネスメールの書き方など基本的なこともしっかり教えてくれる","教育体制は非常に良いものとなっています。 ビジネスマナーや情報取り扱いに関する研修がある。 基本的な研修が終わったあとは、各部のチームに配属される。そこでも担当がついてくれてわからないことがあれば、手厚く教えてくれる。",NULL,NULL,"WEBに関することやWEBマーケティング、WEB広告に関する業界や業務の知識と経験を積むことができる。 また、福利厚生がしっかりしているため、楽しみながら就労することができる。"
79,8,"a",69,"2017-05-20 14:26:11","2017-05-20 14:26:11",4,"セールス、マーケティング、IT","6ヶ月〜11ヶ月","週3日〜4日","900円〜999円",10,10,10,10,10,10,10," ・業務内容 セールスコンサルタントのプロスペクティング、レポート　90% ロングタームレポート10%","裁量権はある程度与えてくれたと思う。いろいろな仕事を任せてもらえることもでき、多く学ぶことができる。","マネジメントスキル エクセル パワーポイント コミュニケーションスキル prospecting skills","メンターがつき、毎日その日の仕事のできをフィードバックしてくれる。 社員全員の面倒見がとても良く、わからないこともしっかり教えてくれる。","オフィス環境は非常に良い。皆明るく元気だが、自分の仕事には集中している。自分にとっても非常に働きやすい環境であった。","期待以上の内容でとても満足している。いろいろな仕事やプロジェクトにしっかり関わることができるので学べることがたくさんある。	","オフィス全員と話せる機会がいっぱいあり、仕事面でもプライベート面でも中を深めることができた。 将来の悩みや考えも聞いてくれサポートしてくれる。"
80,10,"a",73,"2017-05-20 14:32:00","2017-05-20 14:32:00",1,"webマーケティング、経営企画室、オムニチャネルマーケティング","1年以上2年未満","週3日〜4日","900円〜999円",10,8,8,10,8,10,8,"業務内容:オムニチャネルのファッションテック「LaFabric」のマーケティングおよび経営企画室での事業戦略策定、業務改善に務めた。 web/オムニチャネルマーケティング:20% SNS、メルマガの運用によるリターゲティングや売上施策の立案、実行、効果測定等。 事業戦略策定 40% 会社のビジョンから各部門のあるべき姿を策定し、中長期的事業戦略を策定。 サプライチェーン改善 40% 注文から発注、ロジスティックから店舗業務までムダ、ムラ、むりを突き止め、改善し社内共通マニュアルを作成。 おすすめしたいのは、これらの業務を自分が取り組みたいものにウエイトを乗せて取り組めること。私はコンサル内定だったため、マーケティングから徐々に経営企画や業務改善等の仕事のウエイトを増やした。インターン生の意見を尊重し、本当に会社の歯車として起用してくれるため、やりがいと責任が大きい。インターンとは名ばかりのアルバイトをさせられる会社もあるが、ライフスタイルデザインでのインターンは、本当の意味でためになることを学ばせてくれる環境なので、自分から手を挙げて好奇心からチャレンジできる人にはぜひおすすめしたい。","経営企画室で人事アシスタントをしている際、求人サイトへの出稿80万円を自ら契約するチャンスをいただいた。それ以外の場合でも、基本的に自らやりたい業務を名乗り出て、働くという姿勢が根付く環境。自分でやりたいと言ったからには責任を持ってやりきるという仕事をするに当たって最も重要な自主性を磨いてくれる環境。","・仮説思考と論点思考 何かを生む仕事を、的確に早くこなすために絶対に必要な考え方。 ・エクセル中級までのスキル 準応用な関数を用いながら、業務データを100×100セル程度で容易に回すことができるようになる。 ・仕事力 仕事とは何か、何を気をつければいいかといった頭でっかちになる前に必要なことを学ぶことができる。ただ作業ができる＝働けるということではないことを痛感させられた。","インターン生には1人メンターがつき、業務を通して自分が何をできるようになりたいか等を最低でも月1でフィードバックを受けることができる。社内も風通しがよく、目の前の業務に関しても考え方から作業の仕方まで丁寧に研修いただける。インターン生を、本当の一戦力として迎え入れてくれる整理と体制がある。","ファッションテックということもあり社員も皆平均年齢が若く、活気溢れる会社。はたらくことを楽しむという会社のビジョンをまさに体現しているような雰囲気だった。","コンサルに必要なスキルを身につけること。ギャップは特になかった。 コンサルとしてはもちろん、どんな職種で働くにしても不可欠なスキルを学ぶことができた。","・仲間ができる。 同じインターン生、お世話になった社員との縁は思ったより濃い。社会人になってからも改めて話すことで学びと刺激をもらえる。 ・社会人のスタートダッシュがびっくりするほど楽になる ここで学べたことは、まさに企業の縮図そのもの。ここまですんなりスタートダッシュができるなんて、と驚くはず。 ・就職活動に自信が出る イメージや雰囲気でしか仕事を理解していない場合と、異業種であっても『仕事』を理解した場合では、言えることとや考え方が大きく異なる。実際の仕事をイメージして語ることができるようになる。"
81,10,"s",74,"2017-05-20 14:32:06","2017-05-20 14:32:06",2,"営業","6ヶ月〜11ヶ月","週3日〜4日","1000円〜1099円",10,4,8,8,6,8,7,"外国人向け求人サイトの求人情報獲得のための営業活動100%。内訳、テレアポ20%。営業商談50%。準備、報告30%","社員同等のものであった。入社3日で営業マネージャーになり、ほかの営業メンバーを束ねる存在になった。また、商談では大企業の営業マンに対して会社説明をしたり、価格面の交渉をしたり、と普通の会社の一営業マンとしての活躍が期待された。","英語力。(会社に外国人が多いから) 身近に社長がいるので、そこから経営の力も吸収できる。 様々なことに挑戦する経験値","受け入れ態勢は整っていない。成長中の企業であるからこそ、新人教育に手が回らないので、十分な説明は受けられない。しかし、やってみてそこからトライアンドエラーをして、少しずつ軌道修正をしてくれる教育環境である。","オフィスでは、オンとオフの切り替え、また、様々なことに挑戦させてくれる環境がある。外国人が多々ある環境でもあり、英語でのコミュニケーションが頻発するが、日本人は皆で英語を頑張ろうという雰囲気。","友人の紹介ではじめた。もっと内勤やオフィスワークが多いと思ったが、いい意味で様々なことに挑戦させてもらえた。","大学自体とは違う、ビジネスに本気な仲間がたくさんできた。また、英語力という面で非常にモチベーションがあがり、なによりも、社長のおかげで何か新しいことをやってみる力はついた。"
82,8,"asa",18,"2017-05-20 14:32:10","2017-05-20 14:32:10",3,"秘書","1年以上2年未満","週1日〜2日","無給（交通費支給）",10,8,8,8,8,8,8,"事務仕事(30%)ファイル整理、名刺整理、国会・委員会にて情報収集 イベント補佐(10%)後援会などの集まりの際に運営をサポート リサーチ(60%)事務所にはよりますが、仕事がない時には自由に資料を見ていていいよと言われるケースが多い。政策の作成過程や、きになる分野について学習できる時間が多く確保できる","何かの決定に関わるという経験はできない。国のレベルであることが大きいだろう。このインターンはどちらかというと、公共政策や政治に興味があり、純粋に学びたい”雰囲気を感じて見たい”人向けである。","政治的なセンスが身につくと考える。ここでいう政治的センスとは、政治家として、様々な地位や職業の人とどのように接していく必要があるか見極めることである。","これは完全に事務所により異なる。実際に生徒に課題を与える事務所もあるよう。対して、私が研修した事務所のように自由に学ばせてくれる事務所もあります。",NULL,NULL,NULL
83,8,"a",76,"2017-05-20 14:32:20","2017-05-20 14:32:20",4,"営業、事務","1ヶ月〜2ヶ月","週1日〜2日","無給（交通費支給）",8,8,8,8,6,8,6,"営業60% 各現場での営業の見学 研修20% 工場、研究所様々な所で勉強させて頂いた。 事務20% レポートや意見出しなどを行なった","上層部の方々と意見を交わすことが多かった。まとめた文書はチーム全員に配られ、これからの指標として扱われた。リーダーのみの会議にも出させて頂き、意見出しや決定に携わった。","・度胸 市長や頭取と話すことが多かった。 メンタルが鍛えられた。 ・社会人の基本 細かなことの基本はしっかりと教えられた ・営業 社長、営業トップの方々の営業を目の前で拝見し、勉強させて頂いた。","特別プログラムだったので教育体制はあまりなかった。 若手と上層部どちらとも関われる良い機会だった。 研修プログラムは特になく、場に応じた動きが求められた。 社員とは特定の人と関わることが多く、全員とは話せなかった",NULL,NULL,NULL
84,7,"a",77,"2017-05-20 14:32:25","2017-05-20 14:32:25",1,"広報","3ヶ月〜5ヶ月","週1日〜2日","無給（交通費支給）",10,8,6,8,8,6,6,"・業務内容：児童労働世界反対デーに向けてキャンペーンとして一週間毎日動画を配信。その動画をどう配信するか、自分で戦略を立てて実行。そのほかに中高生がメインで活動している団体であるため、中高生の活動のサポートを行った。 ・割合：配信計画、動画作成70%、活動サポート15%、中学校高校などへ講演会10%、その他イベントサポートや事務5%","社員の方と同程度の裁量を与えられた。私は動画作成から配信まで、一通りの流れを全て任せてもらえた。１から自分で考えてそれを実行する上、作業の仕方や計画の立て方に関して手厚いサポートがあるというわけではないので、自分で進める力が養われると思う。","・マネジメントスキル：タイムマネジメントはもちろん、計画をどう進めていくか、どうしたら効率が良くなるか考えて力になった。 ・積極性：社員の方からのサポートがあるというよりは、ある意味社員と同じレベルのことを任せられるので積極的に自分からコミュニケーションをとったり、問題を見つけにいくことが求められる。","研修などはないが、最初にどのような団体なのか、また簡単なビジネスマナーについて２時間ほどの講習がある。インターン生を成長させるというよりは、自分で成長する努力をすることが求められている。アットホームな雰囲気であるため、実際にNPOで働いている社員の方から色々な話を聞くことができる。",NULL,NULL,NULL
85,8,"a",78,"2017-05-20 14:32:30","2017-05-20 14:32:30",2,"広報、秘書、新規事業立ち上げ等","3ヶ月〜5ヶ月","週5日以上","900円〜999円",6,8,4,10,4,10,3,"インターン部署によって業務内容は非常に異なる。自身は広報に所属し、法人のコーポレートサイト運用、オウンドメディア運用、記事作成・校正。さらに秘書兼任の部署であるため、代表宛のメール受け応え、スケジュール管理等。また一方で、新規事業立ち上げにも携わり、頻繁に社内外でのミーティングに参加。","ある程度、意見を言える場が多かったように思う。各ミーティング時には、社員と同様にログ取りと司会のローテーションが周ってきて行った。基本的には、どの業務にも上司の確認を伺うものだったが、やりたいことはやりたいと言えばやらせてもらえた。","基本的なビジネススキル全般を学ぶことができる。中途の社員が多いNPO法人のため、元コールセンターの社員からは電話の受信発信の仕方、元エンジニアの社員からは多くのPCスキル、元編集の社員からは記事校正にあたっての専門家たる視点を、直接懇々と教えてもらえる。","多岐にわたる事業部署があり、本部では一度も顔を合わせない社員も存在するとのことだったが、全部署の事業紹介研修を各々1時間ずつしていただいた。現場に見学に行かせてくれる機会も多かった。OJTは懇切丁寧にインターン生の面倒を見てくれる。ほぼインターン生からの質問を後回しにされることはなかった。",NULL,NULL,NULL
86,9,"a",79,"2017-05-20 14:32:35","2017-05-20 14:32:35",3,"マーケティング","6ヶ月〜11ヶ月","週1日〜2日","1100円〜1199円",10,8,8,8,8,10,8,"・業務内容 ネイティブ広告の記事作成から誘導枠作成、コーディング、分析まで行っている。また、今後は案件の企画提案まで行うことになっている。 ・割合 記事ライティング30% 誘導枠(キャッチコピー、タイトル)作成30% 記事コーディング20% 記事分析20%","比較的専門性の高い業務のため、裁量は社員よりもワンランク下のものとなっており権限があるわけではない。会社自体が2年目のスタートアップであるため裁量は与えられることになっているが、半年以上の経験、専門知識が必要となる。","・Webコンテンツマーケティングのスキル。これにより効果的なWeb広告の作成、運用が出来るようになった。このスキルを活用して個人的にも店舗の立ち上げが出来るようになった。 ・企業運営の手法を学んでいる。事業計画から拡大、組織化までの過程を習得している。 ・リーダーシップやマネジメント力、コミュニケーション力は既に店舗経営サークルの部長を勤めている経験からある程度身に付いており、インターンで特に伸びたと言うわけではない。むしろ私はスタートアップという環境に門外漢として飛び込むことを目的としてインターンシップに参加したのであり、大企業の中や就活でうまく立ち回るためにインターンシップに行ったのではない。","オフィスが小さく、社長も含め同室になっていてコミュニケーションや教育は密である。面談も毎月社長、社員と行っていて、今後の事業計画などの突っ込んだ話も聞くことができる。全員「さん」付けで呼びあったり、懇親会があるなど社員との関わりも比較的フランクである。",NULL,NULL,NULL
87,8,"a",80,"2017-05-20 14:32:40","2017-05-20 14:32:40",4,"事務サポート","2年以上","週1日〜2日","1000円〜1099円",10,8,10,6,6,8,5,"主に、授業を行うための設備・備品の用意や資料印刷などを行います。セミナーなどでアンケートがあれば、そちらの入力作業や図書登録も業務になっています。受講生の方とお話する機会はありますが、個人差があります。ほぼ事務作業が100％になっています。","裁量はありませんが、提案をすれば改善を一緒にさせてもらえます。 授業環境の改善や受講生からのお問い合わせ対応、業務の作業スケジュールなど、幅広く提案はできるようになっています。","・事務作業能力 ・電話対応の基礎 ・マニュアル作成の技術 ・タスク管理・引継ぎ ・プロジェクト・マネジメント","基本的にスタッフ（社員）が常勤で1人はいるので、困ったことや問題があれば一緒に対応していただけます。また提案や業務改善の意見も気軽に話せるようになっています。研修などは特になく、インターン生同士で教育をする文化が根付いています。",NULL,NULL,NULL
88,8,"a",81,"2017-05-20 14:32:44","2017-05-20 14:32:44",1,"マーケティング","6ヶ月〜11ヶ月","週3日〜4日","800円〜899円",8,6,8,8,8,10,7,"ウェブサイトの運営、顧客対応　10％ ウェブサイトの設計から実装　90％ 　設計 　プロジェクト管理 　データ整形 　外部企業との連携　など","責任は軽めなものの、社員と同等にあつかってもらえていました。 上長１人、インターン生２人でウェブサイトのリニューアルを行いました。 KPIの管理、必須タスクの洗い出しは上長が行い、その他の業務はインターン生２人で分担して行いました。","・ポータブルスキル・基本的なビジネススキル ・プロジェクト管理のスキル ・データ整形のスキル ・ウェブ関連、サイト構造周りの知識","上長がメンターとして指導してくださいました。 研修などはなく、能動的に動く必要があります。 ただ指導はしっかりしてくださるし、備品などもしっかり用意してくれます。",NULL,NULL,NULL
89,8,"a",82,"2017-05-20 14:32:48","2017-05-20 14:32:48",2,"マーケティング、営業","1年以上2年未満","週3日〜4日","800円未満",10,6,6,10,8,10,5,"時期によってもかなり違いました。 ○BtoB事業担当の際 ・マーケティング　50％ ・営業(テレアポ～訪問まで)　50％ ○BtoC事業担当の際 ・マーケティング、ディレクション　60％ ・営業　30％ ・設計　10％","社員と同等に扱ってもらえていました。 営業もテレアポから訪問、対応まですべて行いました。 サイトの担当者としてすべてのことを管理していました。","・ポータブルスキル ・設計から実行に落とし込み、自分で実装まで行う力 ・情報のキャッチアップの癖 ・誓約書や契約書の処理周り ・ウェブマーケティングののスキル ・営業スキル","教えてもらうスタンスではやっていけないです。能動的に学び、行動しなければ何も得られません。 わからないながらに思考し、何とかやっていく必要があるので自走する力が身につきます。 軽い気持ちでバイト代わりなどでやるスタンスは合わないと思います。",NULL,NULL,NULL
90,9,"あ",83,"2017-05-20 15:08:56","2017-05-20 15:08:56",3,"Sales and Marketing","3ヶ月〜5ヶ月","週5日以上","800円未満",6,6,6,6,6,8,8,"インド資本のインドのメーカー企業に、インドで働く、という前提です。東アジアエリア、特に日本の市場調査をしていました。 ミクロ調査： 展示会に出展し、名刺獲得や製品の説明をする 日本の潜在顧客にコンタクトを取りながら、声を吸い上げて、上長に報告する 必要であればサンプルをお送りする マクロ調査： 同時に対象マーケットのマクロの市場調査もした アウトプット： それを数値化しながら、定性的にも言語化して、レポートにする プレゼンする ＋アルファで、カタログの日本語訳の製作や、自社HPの日本語訳へのサポートもしました ちなみに、未だに、頼って連絡をしてくれますし、日本で展示会をするときは、声をかけてもらえます（借り出されますｗ）","社員と同じ扱いだったと思う。実際、自分しか日本語話せなかったし、商習慣に関してもわかっていたので、上記の業務に関しては自分が主で上長に進め方やコンテンツを相談しながら遂行していった。","身に付いたことなんてないなって思いました。一方で、働くってことに対しての新しい観点が得られたし、逆に今後何を身に着けたいかって具体的に考えられるようになりました。","受け入れ体制はないです。自分で何でも勝手に進めていくという形でした。それを上長と壁打ちしながら改善していくという形。社員は、自分が日本人で孤独だっていうのを知ってくれていたので、やさしく接してくれました。感謝してます。",NULL,NULL,NULL
91,7,"a",84,"2017-05-20 15:09:02","2017-05-20 15:09:02",4,"ライター","3ヶ月〜5ヶ月","週3日〜4日","1000円〜1099円",10,8,8,8,6,8,8,"・業務内容（新人）：主な仕事は、コンテンツチームの一員となり、月に4本、メインコンテンツのカリキュラム（各企業における選考の攻略法、大学受験で言う赤本）を製作すること。内定者にインタビューをし、その情報に基づいて製作を行う。 流れとしては、以下の通り。 事前リサーチ（10％）→内定者アポ取り（5％）→内定者インタビュー（10％）→執筆（50％）→校閲（20％）→公開作業（5％） 加えて、月に1−2本、就活に関する記事を書く。 たまに就活イベントのスタッフとして呼ばれることもある。 ・業務内容（マネージャー）：4−5人のチームをマネジメントする。具体的には、新人の仕事＋チームメンバーのKPI管理＋コンテンツの校閲＋新規プロジェクトの企画立案実行。","与えられる裁量（新人）：どの企業のカリキュラムを書くか、どのテーマで就活記事を書くか、どこで働くかなど。 ノルマと完成品がある程度の質を担保できれいればいいので、執筆スピードや文体などで自分らしさを出すことができる。ある程度仕事が安定すると、リモートワークが許され、オフィス外で仕事をすることも可能。 与えられる裁量（マネージャー）：コンテンツチームのマネジメント、新規プロジェクトのマネジメントなど。 ノルマの達成を前提に、自由にチームをマネジメントできる。仕事が安定し成果を出せば、上から新規プロジェクトのマネジメントを任されたり、自分で新企画を立案実行するなど可能。 制限（新人）：フレームに沿った量産的な執筆活動。 いかに効率的に良質なカリキュラムを量産するかが重要なため、執筆フレームが出来上がっており、それにそって執筆することが多い。したがって、情報を聞き出し、整理し、フレームにはめ込む能力が求められる。月1本書く就活記事はある程度自由に書ける。 制限（マネージャー）：個々人のキャパシティーによる。 自分の企画を立案実行できる点、裁量は大きいが、メンバーの校閲などタスクが多く、責任は重い。裁量は増やそうとすれば増やせるが、自分のキャパシティーを見誤ると痛い目にあう。コミットできる時間×効率的に仕事を進める力＝裁量というイメージ。","個人的に重要だと思ったスキルから順に。 ・論理的思考力：抽象的な情報を言語化し、論理立ててアウトプットする能力。内定者の選考体験をカリキュラムというコンテンツに昇華させるためには、内定者インタビューから「選考を突破するための絶対的な要素」を定義する→対象企業の性質と照らし合わせることで要素の正当性を裏付けする→説得力のある文章としてアウトプットする、というプロセスを繰り返さなければならない。そもそも面接という答えが無いものを、「こうすれば通過できる」という絶対的な答えとしてアウトプットしなければいけないため、右脳・左脳間のシナプスが焼け切れるんじゃないかというくらい頭をつかう。 ・フィードバックをもらう能力：然るべきタイミングでフィードバックをもらい、そのつど方向修正をし、最短距離で良質なコンテンツを仕上げる能力。 カリキュラムの量と質そして執筆スピードの3つを両立することが求められるため、マネージャーからいつ、どのようなフィードバックをもらうかが仕事の明暗を分ける。100％仕上げたものを提出し、根本から方向性が間違っていたら元も子もない。ドラフト①（完成度20％）→ドラフト②（50％）→第一稿（70％）→第二稿（90％）→完成、というふうに各箇所で改善点についての指摘を受け、微修正を繰り返しながら完成まで最速でたどり着くことが重要。 ・段取り設計力：どのようなステップかつ時間軸で仕事を進めるか。 月初に大本の計画を立て、グーグルカレンダーと日報を駆使しながら自己進捗管理を行う。「段取りが全て」という言葉が行き交うほど、このスキルは重視される。ノルマが決まっているので、自分の時間的・処理能力的キャパシティーを考慮した上で計画をたてることが非常に重要。 ・数字を強く意識する能力：記事の質、仕事の進捗状況などを数字で表し、自己管理する能力。これは能力というより考え方だが、社会人になってから役に立つこと間違いない。","以下、会社の記事からの抜粋。 実際に、教育体制はかなり整っている。月に数回、研修会があり、もと外コンの上司から実践的なスキルを学ぶことができる。 ＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊ 充実したインターン生教育が最大の魅力です。元BCGやGoogle、P&Gの社員から指導を受けて業務に取り組み、論理的な文章の組み立て方やユーザーのニーズに応えるコンテンツ作りを徹底的に叩きこまれます。このインターンではロジカルシンキングはもちろんのこと、面接官の質問の意図をくみ取る能力も獲得できます。 インターン経験者からは、「目標設定し、それを細かいタスクに落とし込むスキルが身についた」「18卒だが、外コン内定者などに囲まれて業務に取り組むため就活のいい刺激になる」といった声が挙がっています。 ＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊",NULL,NULL,NULL
92,8,"a",85,"2017-05-20 15:09:05","2017-05-20 15:09:05",1,"マーケティング","6ヶ月〜11ヶ月","週3日〜4日","1000円〜1099円",10,8,8,8,8,6,8,"インバウンド向けの旅行体験販売。 マーケットリサーチ 50% 営業 25% 資料作成 15% 雑用 10%
","学生の立場であり、フルタイムではないので社員の方と同じ裁量権は与えられないが、社会人になる前の修行として、責任感を持って挑める程度の仕事量を与えられた。社内に外国人社員も多く、Diversityを感じながら働くのが楽かった。","・ビジネスコミュニケーションスキル 大手ホテル等に営業に行く機会があり、営業時の喋り方を学ぶことができた。メールの書き方なども身についた。 ・自発性 自分から意見を言うことの大切さを学んだ","1インターン生に担当の社員が一人つき、非常に丁寧に教育してくれた。どんな些細なことでもフランクに質問できるカルチャーがあり、とてもオープンな職場環境だった。",NULL,NULL,NULL
93,8,"a",86,"2017-05-20 15:09:09","2017-05-20 15:09:09",2,"戦略企画部事業調査課","1年以上2年未満","週3日〜4日","1400円以上",10,10,10,8,8,8,8,"光通信が行っている事業に関連する調査。新規ビジネスに何ができるか、競合調査。M&Aのためのリスト出し等。","社員の方のサポートが主。かなり自由に提案することができたが、実際に提案内容の実行までは、あまりないが、部分的にだったり、人による。","調査スキル。どの業界でも役立つような、情報をぱっと集めて、編集する力は少しついた。あと、社会の動向についても知ることができる。","教育体制はあまりなく、どちらかというと、実務をしながら仕事をやらせてもらうことができる。大学生でありながら、社内コンサルのような立ち場。",NULL,NULL,NULL
94,9,"a",87,"2017-05-20 15:09:14","2017-05-20 15:09:14",3,"法人営業","6ヶ月〜11ヶ月","週5日以上","無給（交通費支給）",6,4,8,10,10,10,10,"・仕事内容 1. 法人営業（70%） 在ベトナムの日系企業様に接触し、採用のサポート（人材のご紹介）を行う。 接触方法としては、テレアポ、飛び込み、知人からのご紹介など。 顧客種別としては、新規のお客様がメイン。 2.マーケティング（20%） 協力会社が運営しているWEBサイトに、ベトナムでの仕事に関するインタビュー記事の執筆を行います。 JACの知名度の向上や、転職希望者の方に情報提供をすることが目的。 3.その他（10％） 社内情報の整理など基本的な事務作業。","非常に大きい。（社員と同条件でフルタイムの仕事） 私の場合、来越から1ヶ月半ほどで一人で営業を任された。 もちろん顧客は１社員としてしか見ないので、非常にハードルは高いが勉強になる。 代表の方が元リクルートの為、「あなたはどうしたい？」と常に意思を問われる環境であった。","業界知識〜実際に動かす部分まで幅広く。 業務内容から全て自分の意思で決めることができる上、すぐ近くに相談できる上司がいる為、自らの意思でスキルは獲得しにいける環境である。","研修等が丁寧にあるわけではないが、面倒見はいい。 業界トップクラスの大企業かつ、拠点設立から間もないタイミングだった為、「指導と裁量のバランス」が取れていた。 また風土としても良かったと感じている。インターン生にも関係なく意思を問われるかつ、放置することなく丁寧なサポートもあり非常に助けられた。",NULL,NULL,NULL
95,10,"a",47,"2017-05-20 15:18:06","2017-05-20 15:18:06",4,"プランナー","3ヶ月〜5ヶ月","週3日〜4日","1000円〜1099円",10,10,10,10,8,10,10,NULL,"デザイナーやエンジニアと違いプランナーは即戦力とはならないので、仕事を積極的に取りにいく姿勢は求められるが、与えられた仕事に対する裁量は非常に大きい。数十億規模の案件のプランニングを「考えて意見ちょうだい」と振られたこともある。ばくっとしている分、自分でインプットしながらアウトプットをだす必要が常に求められる。","・プランニングスキル マーケティングやクリエイティブ知識含めた、企画構築力が身についた。与えられた20~30冊におよぶ推薦図書(読むかどうかは任意)はすべて目を通しインプットを深めつつアウトプットを出す中で、磨かれた。 ・分析スキル Excelはもちろん、位置情報から顧客の動きを捉える最新のサービスなどを駆使しつつ、分析作業を行った。","OJTで学んでいくスタンスなので、研修等は特にない。また、スピード感ある業界・会社なので、上長のスタンスにもよるが、積極的に仕事を求めなければ仕事をもらえず何も得られない可能性がある。そういう意味で、スピード感をもって主体的に仕事を取りに行き結果を出せる人にとっては最高の環境であるし、受動的な人にはまず向いてない環境である。","一般的なオフィス内装ではあるが、無料ドリンク自販機の設置、サポ飯なる格安高級弁当の販売、月1のピザの支給など楽しく仕事できる環境や制度が充実している。月末、会社が経費をもってくれる飲み会があり、人の輪も広がりつつ、熱い話もできてとても楽しい。社員みなが、やらされ仕事ではなく、目標をもって能動的に働いている様がとても印象に残っている。","プランニングスキルを優秀なプランナーのもとで高めるという期待をもっていた。人事も意向をよく聞いてくださり配属も適切に振ってくださった。実際、数少ないがプランニングの機会を与えられると同時に、分析やテクノロジー領域に関わる仕事もさせてもらえ、期待以上だった。","メリットは数えきれないが、一番は学生と社会人の差を痛感すること。最も勢いのある企業の1つに所属する優秀なプランナーと自分を比較した時に、何が足りないのかが色濃くわかる機会をもらえたのは大きかった。"
96,8,"a",88,"2017-05-20 15:18:12","2017-05-20 15:18:12",1,"ビジネス全般","6ヶ月〜11ヶ月","週5日以上","1100円〜1199円",10,8,8,10,8,6,9,"メディアの運営(30％): webメディア事業の企画立案、制作。現在はマネジメントとプロモーション施策の考案のみ。 コンテンツプロモーション(60％): キャラクターやマンガなどといったキャラクターコミュニケーションを利用したプロモーション支援事業の立ち上げから営業、Web制作、広告制作など全般業務。 越境EC(20％): 越境EC事業に関わるリサーチ等。","自分で新しい事業を始めるので社員と殆ど同等の裁量権が与えられた。 それ以外の部署に関しても意見を理由と共に伝え納得してもらえればちゃんと反映される。","・マネジメントスキル 自分部署のインターン生の獲得、面接からタスクの割当まで行ったため苦労はしたが力になった。 ・発信力 会議の場でだけでなくWEBサイトの運営や他社との打ち合わせを通じて総合的な発信、伝達力が身についた。 その他: ITリテラシー、マーケティング知識等。","社員だけでなく社長や取締役とも非常に近い場所で仕事をし、業務に対するフィードバックが貰えるのでこれといった研修はないが自然と力が付く。","オフィスの雰囲気はとても明るい。 仕事が終わったあとには社長、社員、インターンの分け隔てなく一緒に食事をしたり出かけることも多い。","シフトに柔軟かつ自分の裁量を持って働ける職場を希望していた。 比較的希望通りの環境で働けていると思う。","スタートアップ起業という事もあり学生だと言う事はあまり関係なく一社会人として働けるのは大きな魅力だと思う。"
